id,other_social_response,fb_minutes,other_social_minutes,sum_social_minutes
1627,More than 3 hours,400,180,580
10629,Between 2 and 3 hours,60,150,210
21898,Between 31 minutes and 1 hour,90,45,135
1213,Between 31 minutes and 1 hour,45,45,90
20472,Between 2 and 3 hours,240,150,390
16460,More than 3 hours,90,180,270
18260,Between 1 and 30 minutes,30,15,45
774,Between 1 and 2 hours,120,90,210
16563,More than 3 hours,90,180,270
2867,More than 3 hours,150,180,330
14071,Between 2 and 3 hours,90,150,240
11040,More than 3 hours,60,180,240
15325,Between 2 and 3 hours,90,150,240
1476,More than 3 hours,240,180,420
22310,Between 1 and 2 hours,120,90,210
16932,Between 1 and 2 hours,45,90,135
974,Between 1 and 2 hours,240,90,330
19100,More than 3 hours,60,180,240
15207,Between 1 and 2 hours,30,90,120
10255,More than 3 hours,90,180,270
2013,More than 3 hours,45,180,225
15999,More than 3 hours,90,180,270
3082,Between 2 and 3 hours,1000,150,1150
17298,Between 1 and 2 hours,120,90,210
22680,Between 1 and 2 hours,20,90,110
1701,Between 1 and 2 hours,90,90,180
765,Between 1 and 2 hours,120,90,210
17845,More than 3 hours,5,180,185
14851,Between 1 and 2 hours,90,90,180
1341,Between 1 and 30 minutes,90,15,105
2774,Between 31 minutes and 1 hour,75,45,120
740,Between 1 and 30 minutes,30,15,45
18791,Between 1 and 2 hours,40,90,130
12272,More than 3 hours,150,180,330
849,More than 3 hours,30,180,210
23743,More than 3 hours,45,180,225
16854,More than 3 hours,360,180,540
110,More than 3 hours,45,180,225
18611,More than 3 hours,50,180,230
10435,More than 3 hours,60,180,240
21676,Between 1 and 2 hours,240,90,330
22487,Between 1 and 2 hours,15,90,105
22131,0 minutes,400,0,400
2215,Between 2 and 3 hours,60,150,210
549,Between 1 and 2 hours,120,90,210
14927,Between 1 and 2 hours,600,90,690
16904,Between 1 and 2 hours,600,90,690
1136,Between 1 and 30 minutes,20,15,35
1869,Between 2 and 3 hours,250,150,400
166,More than 3 hours,90,180,270
18736,Between 31 minutes and 1 hour,60,45,105
1790,Between 1 and 30 minutes,60,15,75
16865,Between 2 and 3 hours,120,150,270
1629,Between 2 and 3 hours,360,150,510
392,Between 2 and 3 hours,240,150,390
1277,Between 2 and 3 hours,240,150,390
27,More than 3 hours,120,180,300
1877,Between 2 and 3 hours,120,150,270
416,Between 1 and 2 hours,20,90,110
12959,More than 3 hours,60,180,240
2637,Between 1 and 2 hours,60,90,150
12271,More than 3 hours,150,180,330
14900,Between 1 and 2 hours,30,90,120
14397,Between 1 and 2 hours,20,90,110
11377,Between 2 and 3 hours,45,150,195
14934,More than 3 hours,300,180,480
2991,Between 31 minutes and 1 hour,60,45,105
619,Between 1 and 30 minutes,60,15,75
1110,More than 3 hours,60,180,240
23601,Between 1 and 2 hours,60,90,150
22308,More than 3 hours,90,180,270
15098,Between 31 minutes and 1 hour,45,45,90
1177,More than 3 hours,30,180,210
1788,Between 1 and 30 minutes,90,15,105
2078,More than 3 hours,200,180,380
15799,Between 1 and 2 hours,120,90,210
2692,Between 2 and 3 hours,30,150,180
21380,Between 2 and 3 hours,40,150,190
20058,More than 3 hours,60,180,240
19377,Between 1 and 30 minutes,90,15,105
18983,Between 2 and 3 hours,60,150,210
10131,More than 3 hours,45,180,225
18988,Between 1 and 2 hours,120,90,210
22701,More than 3 hours,120,180,300
22293,Between 1 and 30 minutes,30,15,45
12937,0 minutes,120,0,120
295,Between 1 and 2 hours,60,90,150
535,Between 1 and 2 hours,60,90,150
140,Between 31 minutes and 1 hour,45,45,90
144,Between 1 and 2 hours,80,90,170
9957,Between 31 minutes and 1 hour,120,45,165
1439,Between 31 minutes and 1 hour,120,45,165
17042,0 minutes,180,0,180
10507,More than 3 hours,30,180,210
18007,Between 2 and 3 hours,180,150,330
15074,Between 1 and 2 hours,30,90,120
133,Between 31 minutes and 1 hour,20,45,65
1913,More than 3 hours,130,180,310
19934,Between 1 and 2 hours,30,90,120
13543,Between 2 and 3 hours,30,150,180
1927,Between 1 and 30 minutes,45,15,60
18731,More than 3 hours,500,180,680
11423,Between 2 and 3 hours,320,150,470
2164,More than 3 hours,360,180,540
2263,Between 1 and 2 hours,30,90,120
2966,Between 2 and 3 hours,60,150,210
245,More than 3 hours,80,180,260
1827,More than 3 hours,60,180,240
13807,Between 2 and 3 hours,420,150,570
15759,Between 1 and 30 minutes,60,15,75
11324,Between 1 and 30 minutes,50,15,65
13161,More than 3 hours,180,180,360
2720,Between 1 and 30 minutes,60,15,75
1090,0 minutes,90,0,90
10064,More than 3 hours,180,180,360
1468,More than 3 hours,60,180,240
18668,Between 31 minutes and 1 hour,30,45,75
1575,More than 3 hours,5,180,185
2386,Between 2 and 3 hours,240,150,390
798,Between 2 and 3 hours,65,150,215
2576,Between 1 and 30 minutes,60,15,75
11997,Between 31 minutes and 1 hour,120,45,165
1334,Between 1 and 30 minutes,360,15,375
15056,More than 3 hours,110,180,290
483,Between 1 and 2 hours,240,90,330
18324,Between 1 and 2 hours,120,90,210
1084,Between 1 and 30 minutes,300,15,315
16135,More than 3 hours,45,180,225
499,0 minutes,180,0,180
644,More than 3 hours,15,180,195
23326,More than 3 hours,60,180,240
10,More than 3 hours,120,180,300
931,Between 2 and 3 hours,200,150,350
13379,Between 1 and 2 hours,40,90,130
17668,0 minutes,40,0,40
2441,Between 1 and 2 hours,30,90,120
17802,More than 3 hours,30,180,210
14225,Between 1 and 2 hours,1200,90,1290
21962,Between 1 and 30 minutes,90,15,105
11476,0 minutes,360,0,360
20418,Between 1 and 2 hours,100,90,190
1289,Between 2 and 3 hours,280,150,430
1440,More than 3 hours,60,180,240
1857,More than 3 hours,45,180,225
16911,More than 3 hours,60,180,240
23501,Between 1 and 2 hours,120,90,210
18389,More than 3 hours,240,180,420
1573,Between 31 minutes and 1 hour,300,45,345
2220,More than 3 hours,45,180,225
1578,More than 3 hours,30,180,210
1797,Between 31 minutes and 1 hour,60,45,105
2655,More than 3 hours,30,180,210
14513,More than 3 hours,45,180,225
3062,Between 1 and 30 minutes,90,15,105
21735,More than 3 hours,30,180,210
17530,Between 2 and 3 hours,60,150,210
14434,Between 1 and 2 hours,60,90,150
490,More than 3 hours,60,180,240
1834,Between 31 minutes and 1 hour,0,45,45
22652,More than 3 hours,90,180,270
2822,More than 3 hours,120,180,300
19159,Between 1 and 2 hours,120,90,210
2504,Between 31 minutes and 1 hour,25,45,70
23322,Between 2 and 3 hours,80,150,230
21057,Between 1 and 30 minutes,720,15,735
22703,More than 3 hours,180,180,360
1572,Between 2 and 3 hours,60,150,210
3018,Between 2 and 3 hours,60,150,210
592,Between 1 and 30 minutes,120,15,135
15106,Between 1 and 2 hours,45,90,135
948,Between 1 and 2 hours,120,90,210
19144,Between 31 minutes and 1 hour,90,45,135
2086,Between 1 and 30 minutes,150,15,165
13689,More than 3 hours,120,180,300
11440,Between 31 minutes and 1 hour,80,45,125
561,More than 3 hours,120,180,300
70,Between 1 and 2 hours,60,90,150
14662,0 minutes,60,0,60
20170,Between 1 and 30 minutes,120,15,135
20377,Between 1 and 2 hours,30,90,120
21013,Between 31 minutes and 1 hour,60,45,105
11036,Between 2 and 3 hours,70,150,220
734,Between 2 and 3 hours,180,150,330
10225,Between 2 and 3 hours,120,150,270
899,Between 2 and 3 hours,25,150,175
16723,Between 31 minutes and 1 hour,200,45,245
1965,More than 3 hours,120,180,300
2340,More than 3 hours,20,180,200
15824,Between 1 and 2 hours,180,90,270
57,More than 3 hours,240,180,420
22404,Between 2 and 3 hours,600,150,750
2180,More than 3 hours,100,180,280
2195,More than 3 hours,5,180,185
21559,Between 2 and 3 hours,70,150,220
21054,Between 31 minutes and 1 hour,15,45,60
2914,Between 31 minutes and 1 hour,30,45,75
16130,Between 31 minutes and 1 hour,60,45,105
2211,Between 1 and 2 hours,45,90,135
12628,Between 2 and 3 hours,240,150,390
2616,Between 2 and 3 hours,65,150,215
12493,More than 3 hours,240,180,420
995,Between 31 minutes and 1 hour,60,45,105
3020,More than 3 hours,120,180,300
690,Between 31 minutes and 1 hour,120,45,165
20666,More than 3 hours,100,180,280
15669,Between 1 and 30 minutes,40,15,55
21694,More than 3 hours,90,180,270
10153,Between 2 and 3 hours,45,150,195
1940,More than 3 hours,60,180,240
19016,Between 1 and 2 hours,200,90,290
10694,Between 1 and 30 minutes,90,15,105
14117,Between 2 and 3 hours,120,150,270
23463,Between 2 and 3 hours,95,150,245
1107,Between 31 minutes and 1 hour,45,45,90
21350,Between 1 and 2 hours,20,90,110
24017,Between 1 and 2 hours,30,90,120
37,Between 2 and 3 hours,60,150,210
141,More than 3 hours,75,180,255
237,Between 1 and 2 hours,45,90,135
14634,Between 2 and 3 hours,90,150,240
15308,Between 2 and 3 hours,120,150,270
718,0 minutes,60,0,60
13836,Between 1 and 2 hours,60,90,150
2299,Between 1 and 2 hours,60,90,150
2320,0 minutes,15,0,15
2767,More than 3 hours,100,180,280
22048,Between 31 minutes and 1 hour,30,45,75
799,Between 31 minutes and 1 hour,80,45,125
17621,Between 2 and 3 hours,250,150,400
19278,Between 2 and 3 hours,20,150,170
11769,More than 3 hours,48,180,228
1551,Between 1 and 30 minutes,90,15,105
1186,Between 1 and 2 hours,75,90,165
2271,More than 3 hours,45,180,225
2457,Between 1 and 2 hours,60,90,150
1517,More than 3 hours,600,180,780
12952,Between 1 and 30 minutes,45,15,60
16328,Between 1 and 2 hours,45,90,135
11488,0 minutes,60,0,60
20338,Between 1 and 2 hours,300,90,390
1778,Between 31 minutes and 1 hour,30,45,75
11665,More than 3 hours,20,180,200
432,More than 3 hours,60,180,240
1282,More than 3 hours,100,180,280
1283,Between 2 and 3 hours,120,150,270
1700,More than 3 hours,90,180,270
912,Between 1 and 2 hours,45,90,135
875,Between 1 and 30 minutes,400,15,415
1836,0 minutes,120,0,120
16718,Between 2 and 3 hours,30,150,180
457,Between 1 and 2 hours,60,90,150
23768,Between 31 minutes and 1 hour,90,45,135
20706,Between 2 and 3 hours,30,150,180
19072,Between 1 and 30 minutes,360,15,375
23361,Between 1 and 30 minutes,20,15,35
18382,More than 3 hours,50,180,230
532,Between 1 and 2 hours,255,90,345
813,More than 3 hours,110,180,290
2058,More than 3 hours,20,180,200
2969,Between 2 and 3 hours,60,150,210
22955,More than 3 hours,240,180,420
21662,More than 3 hours,60,180,240
11353,Between 31 minutes and 1 hour,30,45,75
18667,Between 1 and 2 hours,100,90,190
1325,More than 3 hours,20,180,200
20103,Between 2 and 3 hours,90,150,240
1036,Between 1 and 2 hours,45,90,135
2716,Between 1 and 2 hours,120,90,210
2429,More than 3 hours,60,180,240
14088,Between 1 and 2 hours,75,90,165
3041,Between 1 and 2 hours,20,90,110
15238,Between 31 minutes and 1 hour,30,45,75
9796,Between 1 and 30 minutes,45,15,60
21075,Between 1 and 2 hours,120,90,210
16172,Between 1 and 2 hours,60,90,150
19245,Between 1 and 30 minutes,20,15,35
21256,Between 1 and 2 hours,250,90,340
2975,More than 3 hours,120,180,300
20680,More than 3 hours,500,180,680
2553,More than 3 hours,120,180,300
1349,More than 3 hours,120,180,300
23297,More than 3 hours,90,180,270
895,Between 1 and 30 minutes,120,15,135
19613,Between 2 and 3 hours,245,150,395
3025,Between 2 and 3 hours,30,150,180
14771,Between 31 minutes and 1 hour,30,45,75
1609,More than 3 hours,120,180,300
2789,Between 1 and 2 hours,25,90,115
2007,More than 3 hours,480,180,660
309,More than 3 hours,480,180,660
2970,Between 2 and 3 hours,55,150,205
2145,More than 3 hours,240,180,420
8,0 minutes,75,0,75
1065,Between 31 minutes and 1 hour,25,45,70
19353,0 minutes,300,0,300
1801,More than 3 hours,45,180,225
1496,Between 1 and 2 hours,45,90,135
462,Between 1 and 30 minutes,45,15,60
1695,Between 2 and 3 hours,60,150,210
1137,More than 3 hours,30,180,210
2540,Between 2 and 3 hours,90,150,240
506,0 minutes,30,0,30
12144,Between 31 minutes and 1 hour,200,45,245
829,Between 1 and 2 hours,120,90,210
2684,More than 3 hours,150,180,330
16766,Between 1 and 30 minutes,45,15,60
2468,More than 3 hours,30,180,210
14762,Between 1 and 30 minutes,60,15,75
2501,Between 1 and 2 hours,60,90,150
19123,Between 1 and 2 hours,120,90,210
11851,Between 1 and 30 minutes,60,15,75
18273,Between 1 and 30 minutes,0,15,15
1851,More than 3 hours,60,180,240
2121,More than 3 hours,60,180,240
290,Between 31 minutes and 1 hour,120,45,165
2372,More than 3 hours,75,180,255
2618,Between 31 minutes and 1 hour,240,45,285
12996,More than 3 hours,90,180,270
14143,Between 1 and 30 minutes,50,15,65
13532,Between 1 and 2 hours,180,90,270
10557,More than 3 hours,150,180,330
1806,Between 31 minutes and 1 hour,180,45,225
453,Between 1 and 2 hours,220,90,310
11216,Between 1 and 2 hours,60,90,150
314,Between 1 and 2 hours,180,90,270
1075,More than 3 hours,120,180,300
